id,text
usn-1798-00295,"XVII. He is not to purchase any provisions in any of the ports of the United States where there is an agent, or in the way of one, but where there is no agent on application., the captain shall cause the remains to be surveyed, and where there is real want, or insufficient to carry her to a victualling port, or where the service requires that such a delay ought not to be incurred in going to re-victualling port, or in waiting for authority to purchase, from the Secrdary of War ; the Captain may by his warrant, authorize him to procure the same. The receipts of payment in such cases, are to be witnessed by two commission or warrant officers, and the quantity and pieces expressed. He is also to procure a certficate from two or more eminent merchants of the place, that the said purchases were at market prices. 
"
usn-1798-00296,"XVIII. He is never to hire sloops or boats, but on an indispensible necessity, and by his commander's written order; and is to produce the order and a certificate signifying the occasion of their being hired, and that they were not employed longer than necessary. 
"
usn-1798-00297,"XIX. If, in the purchase of supplies, it is necessary to draw bills of exchange, the Captain is to draw them at the most favorable exchange, and procure certificates from the Consul, if there is one at the port, or from respectable merchants of the currency of exchange at the time, which he must transmit home with the bills ; and also an account how the said money was laid out. 
"
usn-1798-00298,"xx. When the Purser returns home he is to deliver to the proper accounting officers an account current of all hii disbursements for the service of the ship at large, with his particular affadavit at the foot of the account. 
"
usn-1798-00299,"XXI. He is also to deliver to the proper officer a particular account of all the provisions and necessaries of every kind delivered out by him during the voyage, and an account of the balance of each kind on hand, with his affidavit annexed thereto. 
"
usn-1798-00300,"XXII. If water is wanted and cannot be had without money, he may by warrant from the Captain purchase what is necessary, taking receipts, witnessed by two commission or warrant officers, and a certificate from the Captain of the quantity brought on board. 
"
usn-1798-00301,"XXIlI. The Purser is to employ the Cooper to repair defective casks. He is also to keep a distinct account of the waste staves and iron-hoops ; and himself or Cooper shall make oath to the truth thereof. 
"
usn-1798-00302,"XXIV. If loss happens in provisions or stores by action with an enemy or otherwise, by unavoidable accidents; he is to produce a certificate from the Captain of what was so lost, with the occasion, and himself or some other person, who was present, must make oath that it did not happen through any neglect or default. 
"
usn-1798-00303,"XXV. He is to keep a very regular and exact muster-book, and to set off against their names the slop-clothes, dead men's clothes, beds and tobacco, they have been supplied with, in order to be voucher for the tickets made out by the Captain for deduction of wages. He is also to note down the times of beginning and ending short allowance, the nature and quantity of the said allowance, and what has been paid on that account. 
"
usn-1798-00304,"XXVI. He may at appointed times, and in some public place, sell tobacco to the seamen, not exceeding two pounds per month to a man, at the rate settled by the Secretary for the Department of War, and such slops as may be proper and necessary. 
"
usn-1798-00305,"XXVII. He is to keep a sick book, mentioning the men's names sent out of the ship, their number on the ship's book, when and where sent, number of days absent, which is to be delivered in to the proper accounting officer. 
"
usn-1798-00306,"XXCIII. When provisions are to be returned into the public store, he is to send with them the steward, or some careful person, to see their safe delivery to the officer appointed to receive them. 
"
